amenity,ele,gnis:feature_id,name,geometry,religion,denomination,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,opening_hours,operator,operator:short,operator:type,operator:website,operator:wikidata,operator:wikipedia,phone,ref,website,brand,brand:wikidata,short_name,source,wheelchair,addr:housename,cuisine,access,addr:unit,branch,internet_access,official_name,outdoor_seating,takeaway,healthcare,recycling_type,operational_status,wikidata,entrance,display,support,email,presbyterian,service_times,check_date,drive_through,fuel:diesel,fuel:octane_87,fuel:octane_89,fuel:octane_93,self_service,brand:website,brand:wikipedia,shop,not:brand:wikidata,changing_table,fee,unisex,social_facility,social_facility:for,description,delivery,leisure,smoking,atm,alt_name,capacity,socket:type1,socket:chademo,contact:email,contact:youtube,drinking_water,lit,bicycle_parking,fountain,theatre:type,amenity_1,fixme:atp,owner,start_date,name:en,check_date:opening_hours,sport,contact:website,shelter_type,contact:phone,note,service:bicycle:pump,service:bicycle:tools,alcohol,dispensing,healthcare:speciality,post:city,post:housenumber,post:postcode,post:state,post:street,covered,fuel,backrest,colour,material,seats,training,animal_boarding,indoor_seating,parking_space,portable,toilets:disposal,toilets:handwashing,automated,bench,cash_in,cash_out,cash_withdrawal,currency:BCH,currency:USD,currency:XBT,indoor,manufacturer,payment:cash,payment:onchain,url,fuel:Kerosene,microbrewery,parking,contact:facebook,contact:instagram,contact:twitter,opening_hours:drive_through,addr:country,waste,hot_water,bottle,armrest,drink:cola,drink:soft_drink,vending,air_conditioning,bar,diet:fish,diet:seafood,payment:american_express,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:mastercard,payment:visa,reservation,website:menu,addr:full,lgbtq,full_name,socket:type1_combo,socket:type1_combo:output,toilets,diet:local,diet:non-vegetarian,bin,nodes,toilets:wheelchair,grades,emergency,surface,building,capacity:disabled,supervised,building:levels,park_ride,layer,orientation,height,drive_in,fax,compressed_air,internet_access:fee,source_ref,denomination:en,demolished:building,fireplace,tourism,after_school,isced:level,nursery,preschool,bus,public_transport,government,org.pcanet:presbytery,org.pcanet:ref,name:fa,fuel:kerosene,denomination:wikidata,denomination:wikipedia,studio,roof:shape,baby_feeding,theatre,food,check_date:opening_hours:drive_through,wikipedia,old_name,previously,golf_cart,vehicle,screen,building:part,location,fuel:octane_98,picnic_table,was:amenity,building:material,townhall:type,fuel:octane_88,ways,type
community_centre,,,,"POLYGON ((-76.0590541 36.7351975, -76.059068 36.7351684, -76.0590426 36.7351606, -76.0590798 36.7350831, -76.0591052 36.7350909, -76.0591195 36.735061, -76.0590639 36.7350439, -76.0591292 36.7349079, -76.0591506 36.7349145, -76.0591558 36.7349037, -76.0591912 36.7349146, -76.0591859 36.7349259, -76.0593486 36.734976, -76.0593557 36.7349612, -76.0594059 36.7349767, -76.0593984 36.7349924, -76.0594572 36.7350105, -76.0593919 36.7351465, -76.0592659 36.7351086, -76.0591987 36.735242, -76.0590541 36.7351975))",,,Virginia Beach,2580,23456,,Signature Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048857591, 4048857550, 4048857539, 4048857422, 4048857435, 4048857376, 4048857343, 4048856966, 4048856983, 4048856955, 4048856984, 4048857008, 4048857107, 4048857072, 4048857108, 4048857139, 4048857172, 4048857511, 4048857486, 4048857670, 4048857591]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police,2,2332065,Virginia Beach Police Aviation,"POLYGON ((-76.0426873 36.7480029, -76.0424975 36.7480893, -76.0423777 36.7479145, -76.0425688 36.7478261, -76.0426873 36.7480029))",,,Virginia Beach,2685,23456,VA,Leroy Road,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[367989805, 4048887440, 4048887381, 4048887352, 367989805]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0855323 36.7409042, -76.0855437 36.740902, -76.085564 36.7409687, -76.0855337 36.7409747, -76.0855455 36.7410134, -76.0852713 36.7410674, -76.0852931 36.741139, -76.0852229 36.7411529, -76.0851957 36.7410635, -76.0850415 36.7410939, -76.0850069 36.7409801, -76.0851731 36.7409473, -76.0851678 36.7409299, -76.0855077 36.7408629, -76.0855212 36.7409064, -76.0855323 36.7409042))",,,Virginia Beach,3261,23456,,North Landing Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048873894, 4048873785, 4048874005, 4048874018, 4048874092, 4048874163, 4048874254, 4048874270, 4048874153, 4048874193, 4048874027, 4048873975, 4048873947, 4048873734, 4048873900, 4048873894]",,,,,church,,,,,,,26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0856625 36.7407911, -76.0855793 36.7408079, -76.0855603 36.7407469, -76.0856435 36.7407301, -76.0856625 36.7407911))",,,Virginia Beach,3265,23456,,North Landing Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048873522, 4048873542, 4048873354, 4048873316, 4048873522]",,,,,church,,,,,,,27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0075184 36.7221459, -76.0074676 36.7223038, -76.0072928 36.7222675, -76.0073493 36.7220909, -76.0074195 36.7221054, -76.0074215 36.7220991, -76.0074485 36.7221047, -76.0074538 36.7220881, -76.007503 36.7220983, -76.0074972 36.7221164, -76.0075259 36.7221223, -76.0075184 36.7221459))",,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048835682, 4048835826, 4048835805, 4048835652, 4048835661, 4048835655, 4048835660, 4048835650, 4048835654, 4048835669, 4048835674, 4048835682]",,,,,church,,,,,,,24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,2,1478168,Beech Grove Church,"POLYGON ((-76.0482421 36.7096382, -76.0482707 36.7097625, -76.0480975 36.7097883, -76.0480944 36.7097751, -76.0479753 36.7097928, -76.0479673 36.709758, -76.0479378 36.7097624, -76.0479313 36.7097343, -76.0479611 36.7097298, -76.0479533 36.7096959, -76.0480717 36.7096782, -76.0480684 36.7096641, -76.0482421 36.7096382))",christian,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048834638, 4048834646, 4048834649, 4048834647, 4048834651, 4048834644, 4048834645, 4048834643, 4048834642, 356567877, 4048834640, 4048834639, 4048834638]",,,,,church,,,,,,,37',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0593619 36.7455053, -76.0593482 36.7454582, -76.0593327 36.745461, -76.0593137 36.7453958, -76.0593233 36.745394, -76.0593098 36.7453478, -76.0593196 36.745346, -76.0593109 36.7453163, -76.0596702 36.7452492, -76.0596928 36.7453268, -76.0597078 36.745324, -76.0597268 36.7453892, -76.0597132 36.7453918, -76.0597264 36.7454372, -76.0593619 36.7455053))",,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048882445, 4048882282, 4048882288, 4048882082, 4048882075, 4048882007, 4048882001, 4048881842, 4048881631, 4048881866, 4048881860, 4048882064, 4048882071, 4048882245, 4048882445]",,,,,church,,,,,,,32',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank,,,Navy Federal Credit Union,"POLYGON ((-76.0612097 36.7474799, -76.0610053 36.747541, -76.0609742 36.7474741, -76.0608402 36.7475142, -76.060802 36.7474321, -76.0609371 36.7473918, -76.0609109 36.7473355, -76.0609547 36.7473224, -76.0609466 36.7473049, -76.0610104 36.7472858, -76.0610182 36.7473024, -76.0611078 36.7472756, -76.0611189 36.7472994, -76.0611724 36.7472834, -76.0612445 36.7474382, -76.0611969 36.7474524, -76.0612097 36.7474799))",,,Virginia Beach,,23456,,,,,,,,,,,,,Navy Federal Credit Union,Q6982632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048887218, 4048887233, 4048887212, 4048887192, 4048887160, 4048887190, 4048887141, 4048887155, 4048887136, 4048887147, 4048887131, 4048887149, 4048887140, 4048887200, 4048887210, 4048887231, 4048887218]",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.031033 36.744533, -76.0303631 36.7442176, -76.0304847 36.7440538, -76.0311502 36.7443692, -76.031033 36.744533))",,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048880275, 4048879827, 4048879499, 4048880057, 4048880275]",,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.085324 36.7408626, -76.0852579 36.7408755, -76.0851855 36.7406355, -76.0854197 36.7405897, -76.0854921 36.7408297, -76.085324 36.7408626))",,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048873733, 4048873754, 4048873169, 4048873087, 4048873575, 4048873733]",,,,,church,,,,,,,36',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.1037551 36.7433727, -76.1037595 36.74337, -76.1040618 36.7436842, -76.103911 36.7437783, -76.1040435 36.7439307, -76.1037483 36.7441178, -76.1036802 36.744046, -76.1036563 36.7440603, -76.1035874 36.7439882, -76.1036106 36.7439727, -76.1035476 36.7439063, -76.1038035 36.7437462, -76.103526 36.7434639, -76.1035441 36.7434516, -76.1036838 36.7435935, -76.103715 36.7435759, -76.1036086 36.743464, -76.1037551 36.7433727))",,,Virginia Beach,2751,23456,,Salem Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048910207, 4048910206, 4048910239, 4048910241, 4048910243, 4048910250, 4048910246, 4048910248, 4048910245, 4048910244, 4048910242, 4048910240, 4048910227, 4048910224, 4048910238, 4048910237, 4048910228, 4048910207]",,,,,church,,,,,,,26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0928328 36.7322626, -76.0924777 36.7321643, -76.0924623 36.7322, -76.092365 36.7321731, -76.0925746 36.731687, -76.0926548 36.7317092, -76.0926497 36.731721, -76.0927057 36.7317366, -76.0927205 36.7317022, -76.0928996 36.7317518, -76.0928853 36.731785, -76.0929464 36.7318019, -76.0929504 36.7317925, -76.093026 36.7318135, -76.0929874 36.7319031, -76.0930791 36.7319285, -76.0930465 36.7320042, -76.0929552 36.7319789, -76.0928328 36.7322626))",,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048909446, 4048909438, 4048909444, 4048909439, 4048909385, 4048909387, 4048909388, 4048909389, 4048909386, 4048909390, 4048909391, 4048909393, 4048909392, 4048909395, 4048909399, 4048909401, 4048909408, 4048909406, 4048909446]",,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,2,1478309,Camels Chapel,"POLYGON ((-76.0975619 36.733315, -76.0975767 36.733331, -76.0975607 36.7333406, -76.0976257 36.733411, -76.0974453 36.7335189, -76.0973457 36.733411, -76.0975422 36.7332936, -76.0975619 36.733315))",christian,,Virginia Beach,,23456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048909515, 4048909516, 4048909517, 4048909524, 4048909535, 4048909523, 4048909513, 4048909515]",,,,,church,,,,,,,18',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fire_station,4,2090105,Princess Anne Fire Station Number 5,"POLYGON ((-76.0573085 36.753432, -76.0572904 36.7534205, -76.0572679 36.7534432, -76.0571244 36.7533516, -76.0571461 36.7533297, -76.0570918 36.753295, -76.0571805 36.7532059, -76.0572326 36.7532392, -76.0572541 36.7532175, -76.0574002 36.7533108, -76.057379 36.7533322, -76.0575184 36.7534213, -76.0574303 36.7535099, -76.0573085 36.753432))",,,Virginia Beach,2461,23456,VA,Princess Anne Road,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048921355, 4048921348, 4048921356, 4048921330, 367985626, 4048921314, 4048921294, 4048921304, 4048921297, 4048921320, 4048921325, 4048921350, 4048921369, 4048921355]",,,,,yes,,,,,,,32',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank,,,PNC Bank,"POLYGON ((-76.0550457 36.752661, -76.0549697 36.7527517, -76.0548768 36.7527016, -76.0550037 36.7525503, -76.0550966 36.7526003, -76.0550842 36.7526151, -76.0550457 36.752661))",,,Virginia Beach,2422,23456,,Princess Anne Road,,,,,,,,,,,PNC Bank,Q38928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048920813, 4048920854, 4048920836, 4048920674, 4048920685, 4048920792, 4048920813]",,,,,commercial,,,,,,,27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast_food,,,McDonald's,"POLYGON ((-76.0558323 36.7532646, -76.0558472 36.7532703, -76.0557583 36.7534216, -76.0557422 36.7534155, -76.0557257 36.7534436, -76.0556898 36.75343, -76.0556816 36.7534441, -76.0556438 36.7534299, -76.0556517 36.7534165, -76.0556277 36.7534075, -76.055667 36.7533404, -76.0556544 36.7533356, -76.0557454 36.7531807, -76.0558569 36.7532227, -76.0558323 36.7532646))",,,Virginia Beach,2432,23456,VA,Princess Anne Road,05:00-23:00,,,,,,,+1 757-430-1106,,https://www.mcdonalds.com/us/en-us/location/13307.html,McDonald's,Q38076,,,yes,,burger,,,,wlan,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048921310, 4048921311, 4048921351, 4048921345, 4048921357, 4048921354, 4048921358, 4048921353, 4048921346, 4048921342, 4048921329, 4048921326, 4048921187, 4048921300, 4048921310]",,,,,commercial,,,,,,,26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast_food,,,Wendy's,"POLYGON ((-76.0636939 36.7550239, -76.0635687 36.7549382, -76.0635573 36.7549488, -76.0634487 36.7548744, -76.063537 36.7547918, -76.0635959 36.7548321, -76.0636063 36.7548224, -76.0637812 36.7549422, -76.0636939 36.7550239))",,,Virginia Beach,2468,23456,VA,Nimmo Parkway,07:00-22:00,,,,,,,+1 757-430-1595,,https://locations.wendys.com/united-states/va/virginia-beach/2468-nimmo-parkway,Wendy's,Q550258,,,,,burger,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 06:30-23:00; Fr-Sa 06:30-00:00; Su 06:30-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048922611, 3151852890, 4048922354, 4048922310, 4048922165, 4048922289, 4048922183, 4048922345, 4048922611]",,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prison,,,Building #27: Virginia Beach Juvenile Detention Center,"POLYGON ((-76.0625261 36.7507814, -76.0625867 36.7507103, -76.0627006 36.750568, -76.0628365 36.7506384, -76.0628793 36.750585, -76.0628762 36.7505674, -76.0629424 36.7504846, -76.0630737 36.7504594, -76.0631169 36.7504818, -76.0633045 36.750579, -76.0633335 36.7506836, -76.0632831 36.7507466, -76.0632664 36.7507674, -76.063195 36.7507836, -76.0632276 36.7509134, -76.0632773 36.7509104, -76.0632727 36.750901, -76.06329 36.7508993, -76.0633916 36.750952, -76.0634204 36.7510512, -76.0634436 36.7510632, -76.0635249 36.751057, -76.0635312 36.7510492, -76.0635713 36.7510432, -76.0636682 36.7510934, -76.0636979 36.7512007, -76.0636085 36.7513124, -76.0635502 36.7513853, -76.0634169 36.7514064, -76.0633182 36.7513553, -76.0632935 36.7512633, -76.0632597 36.7512458, -76.063143 36.7512652, -76.0630417 36.7512127, -76.0630139 36.7511192, -76.0629628 36.7510927, -76.0629437 36.7511166, -76.0627882 36.751036, -76.0627845 36.7510407, -76.0626941 36.7509972, -76.0626974 36.7509886, -76.0626086 36.7509443, -76.06267 36.7508675, -76.0626434 36.7508537, -76.0625197 36.7507896, -76.0625261 36.7507814))",,,Virginia Beach,2533,23456,,George Mason Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048919119, 4048919098, 4048918866, 4048918876, 4048918868, 4048918865, 4048918853, 4048918846, 7745450425, 4048918867, 4048919090, 7745450418, 4048919112, 4048919121, 4048919152, 4048919150, 4048919148, 4048919147, 4048919158, 4048919180, 4048919183, 4048919181, 4048919178, 4048919176, 4048919494, 4048919530, 7745450420, 4048919891, 4048919898, 4048919575, 4048919548, 4048919542, 4048919550, 4048919534, 4048919503, 4048919493, 4048919500, 4048919173, 4048919174, 4112112119, 4112112117, 4048919157, 4048919141, 4048919136, 4048919122, 4048919119]",,,,,yes,,,,,,,41',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank,,,,"POLYGON ((-76.0603935 36.7551361, -76.0604833 36.7551925, -76.0603773 36.755301, -76.0603332 36.7552734, -76.0603134 36.7552936, -76.0601897 36.7552161, -76.0602116 36.7551937, -76.0601692 36.7551671, -76.0602732 36.7550607, -76.0603055 36.7550809, -76.0603935 36.7551361))",,,Virginia Beach,2539,23456,,Princess Anne Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048922909, 4048922940, 4048923015, 4048922991, 4048923008, 4048922950, 4048922941, 4048922927, 4048922638, 4048922656, 4048922909]",,,,,commercial,,,,,,,31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.064577 36.7572418, -76.0645476 36.7572286, -76.064461 36.7573478, -76.0643116 36.7572775, -76.0644679 36.7570623, -76.0646177 36.7571327, -76.0645796 36.7571852, -76.0646083 36.7571987, -76.064577 36.7572418))",christian,,Virginia Beach,2641,23456,,Princess Anne Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048925688, 4048925678, 4048925767, 4048925720, 4048925555, 4048925618, 4048925650, 4048925657, 4048925688]",,,,,church,,,,,,,27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,,"POLYGON ((-76.0786243 36.7499612, -76.078673 36.7499649, -76.0787034 36.7498473, -76.078822 36.7498672, -76.0787913 36.7499858, -76.0790152 36.7500233, -76.0790093 36.750046, -76.0790409 36.7500512, -76.0790273 36.7501039, -76.0789964 36.7500987, -76.078991 36.7501194, -76.0786004 36.750054, -76.0786243 36.7499612))",,,Virginia Beach,3000,23456,,North Landing Road,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048918469, 4048918470, 4048918416, 4048918425, 4048918478, 4048918598, 4048918619, 4048918622, 4048918636, 4048918635, 4048918640, 4048918623, 4048918469]",,,,,church,,,,,,,27',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police,,,Biulding 11 - Police 1st Precinct & Headquarters,"POLYGON ((-76.0571101 36.7510099, -76.0574056 36.7506576, -76.0578436 36.7508935, -76.0575481 36.7512458, -76.0571101 36.7510099))",,,Virginia Beach,2405,23456,,Courthouse Drive,,,,,,,,,,,,,,,,,,,B10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048919166, 4048918880, 4048919146, 4048919543, 4048919166]",,,,,yes,,,,,,,56',,,,,,,,,,,,,,,,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,
post_office,,,Virginia Beach Post Office,"POLYGON ((-76.061109 36.7506241, -76.0608973 36.7505182, -76.0608356 36.7505974, -76.0605461 36.7504525, -76.0605311 36.7504716, -76.0604551 36.7504336, -76.0604644 36.7504216, -76.0602323 36.7503055, -76.0602277 36.7503114, -76.0601736 36.7502844, -76.0602071 36.7502413, -76.0604941 36.7503849, -76.0605083 36.7503667, -76.0603921 36.7503086, -76.0607631 36.7498326, -76.0607737 36.7498379, -76.0607693 36.7498436, -76.0609056 36.7499117, -76.0609095 36.7499067, -76.060921 36.7499125, -76.0608663 36.7499827, -76.0614141 36.7502568, -76.061374 36.7503083, -76.0611794 36.7502109, -76.0610924 36.7503225, -76.0612881 36.7504204, -76.0612484 36.7504713, -76.061053 36.7503736, -76.0609661 36.7504851, -76.0612122 36.7506082, -76.0611703 36.750662, -76.061105 36.7506293, -76.061109 36.7506241))",,,Virginia Beach,2509,23456,VA,George Mason Drive,Mo-Fr 08:30-17:00; Sa 10:00-15:00,United States Postal Service,USPS,public,https://www.usps.com,Q668687,en:United States Postal Service,+1 757-427-2705,1378419,https://tools.usps.com/locations/home.htm?location=1378419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048918873, 4048918857, 4048918870, 4048918845, 4048918850, 4048918840, 4048918833, 4048918802, 4048918805, 4048918796, 4048918683, 4048918824, 4048918818, 4048918804, 4048918406, 4048918409, 4048918414, 4048918440, 4048918439, 4048918441, 4048918477, 4048918789, 4048918803, 4048918671, 4048918807, 4048918831, 4048918849, 4048918820, 4048918854, 4048918871, 4048918883, 4048918874, 4048918873]",,,,,school,,,,,,,28',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
place_of_worship,,,Forefront Church,"POLYGON ((-76.05703 36.765598, -76.0569983 36.7655951, -76.0570164 36.7654664, -76.0570564 36.7654701, -76.0570603 36.7654428, -76.0571591 36.7654517, -76.0571554 36.7654779, -76.057197 36.7654816, -76.0571786 36.7656125, -76.0571435 36.7656093, -76.0571348 36.7656704, -76.0571524 36.765672, -76.057136 36.7657838, -76.0570068 36.765771, -76.05703 36.765598))",,,Virginia Beach,2520,23453,VA,Holland Road,,,,,,,,+1-757-468-1188,,https://forefront.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4048936118, 4048936115, 4048936023, 4048936026, 4048936007, 4048936018, 4048936034, 4048936035, 4048936128, 4048936125, 4109937314, 4109937315, 4109937321, 4109937320, 4048936118]",,,,,church,,,,,,,23',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
